연번,국명,학명,과국명,과명,개화기시작(월),결실기(월),보호식물여부,특산식물여부,크기
713,큰금매화,Trollius macropetalus (Regel) F.Schmidt,미나리아재비과,Ranunculaceae,6,7,N,N,높이 30-60cm
714,금매화,Trollius ledebourii Rchb.,미나리아재비과,Ranunculaceae,7,8,N,N,높이는 40~80cm이다.
715,은꿩의다리,Thalictrum actaefolium var. brevistylum Nakai,미나리아재비과,Ranunculaceae,7,7,N,N,높이 30~60cm이다.
716,좀꿩의다리,Thalictrum kemense var. hypoleucum (Siebold & Zucc.) Kitag.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 40-120cm 정도로 자란다.
717,자주꿩의다리,Thalictrum uchiyamai Nakai,미나리아재비과,Ranunculaceae,6,7,N,N,높이 50cm
718,산꿩의다리,Thalictrum filamentosum var. tenerum (Huth) Ohwi,미나리아재비과,Ranunculaceae,6,7,N,N,높이 40~60cm이다.
719,큰꿩의다리,Thalictrum kemense Fr.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 40-120cm
720,꽃꿩의다리,Thalictrum petaloideum L.,미나리아재비과,Ranunculaceae,5,7,Y,N,높이가 50cm에 달한다.
721,묏꿩의다리,Thalictrum sachalinense Lecoy.,미나리아재비과,Ranunculaceae,6,7,N,N,높이 45~70cm이다.
722,,Thalictrum simplex L.,미나리아재비과,Ranunculaceae,7,8,N,N,높이는 60-100cm 정도로 자란다.
723,꿩의다리,Thalictrum aquilegifolium var. sibiricum Regel & Tiling,미나리아재비과,Ranunculaceae,7,8,N,N,높이는 50~100cm이다.
724,큰산꿩의다리,Thalictrum filamentosum Maxim.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 50cm
725,긴잎꿩의다리,Thalictrum simplex L. var. brevipes H.Hara,미나리아재비과,Ranunculaceae,7,8,Y,N,높이는 60~120cm이다
726,바이칼꿩의다리,Thalictrum baicalense Turcz.,미나리아재비과,Ranunculaceae,6,7,Y,N,높이 50-100cm
727,그늘꿩의다리,Thalictrum osmorhizoides Nakai,미나리아재비과,Ranunculaceae,7,7,N,Y,높이 20-50cm
728,꼭지연잎꿩의다리,Thalictrum ichangense Lecoy. ex Oliv.,미나리아재비과,Ranunculaceae,6,6,N,N,높이가 20cm에 달한다.
729,발톱꿩의다리,Thalictrum sparsiflorum Turcz. ex Fisch. & Mey.,미나리아재비과,Ranunculaceae,6,7,N,N,높이 1m
730,연잎꿩의다리,Thalictrum coreanum H.L?v.,미나리아재비과,Ranunculaceae,6,8,Y,Y,높이 20~80cm
731,금꿩의다리,Thalictrum rochebrunianum var. grandisepalum (H.L?v.) Nakai,미나리아재비과,Ranunculaceae,7,8,N,N,높이 70-100cm정도 된다.
732,개구리발톱,Semiaquilegia adoxoides (DC.) Makino,미나리아재비과,Ranunculaceae,4,5,N,N,높이 15~30cm이다.
733,개구리자리,Ranunculus sceleratus L.,미나리아재비과,Ranunculaceae,4,5,N,N,높이 50cm가량 자란다.
734,애기미나리아재비,Ranunculus acris L.,미나리아재비과,Ranunculaceae,6,7,N,N,높이 10-50cm
735,매화마름,Ranunculus kazusensis Makino,미나리아재비과,Ranunculaceae,4,5,Y,N,길이 50cm
736,산미나리아재비,Ranunculus acris var. monticola (Kitag.) Tamura,미나리아재비과,Ranunculaceae,6,8,N,N,높이 20~35cm이다.
737,미나리아재비,Ranunculus japonicus Thunb.,미나리아재비과,Ranunculaceae,6,6,N,N,높이 50cm내외이다.
738,흰미나리아재비,Ranunculus japonicus f. albiflorus Y.N.Lee,미나리아재비과,Ranunculaceae,6,6,N,N,높이 50cm내외이다.
739,젓가락나물,Ranunculus chinensis Bunge,미나리아재비과,Ranunculaceae,6,6,N,N,높이 40-80cm 정도로 자란다.
740,기는미나리아재비,Ranunculus repens L.,미나리아재비과,Ranunculaceae,5,7,N,N,높이 40cm이다.
741,흰왜젓가락나물,Ranunculus quelpaertensis var. albiflorus Y.N.Lee,미나리아재비과,Ranunculaceae,8,8,N,N,높이 15-80cm.
742,겹왜미나리아재비,Ranunculus franchetii f. duplopetalus Y.N.Lee,미나리아재비과,Ranunculaceae,4,5,N,N,높이가 15-20cm이다.
743,털개구리미나리,Ranunculus cantoniensis DC.,미나리아재비과,Ranunculaceae,5,5,N,N,높이 30~80cm
744,개구리미나리,Ranunculus tachiroei Franch. & Sav.,미나리아재비과,Ranunculaceae,6,7,N,N,높이 50-100cm
745,개구리갓,Ranunculus ternatus Thunb.,미나리아재비과,Ranunculaceae,4,5,Y,N,높이 10-25cm.
746,왜미나리아재비,Ranunculus franchetii H.Boissieu,미나리아재비과,Ranunculaceae,4,5,N,N,높이가 15-20cm이다.
747,민매화마름,Ranunculus yezoensis Nakai,미나리아재비과,Ranunculaceae,4,5,N,N,길이 50cm
748,바위미나리아재비,Ranunculus crucilobus H.L?v.,미나리아재비과,Ranunculaceae,5,7,N,N,높이 10cm
749,할미꽃,Pulsatilla koreana (Yabe ex Nakai) Nakai ex Mori,미나리아재비과,Ranunculaceae,4,4,N,N,꽃대의 높이가 30-40cm정도이다.
750,가는잎할미꽃,Pulsatilla cernua (Thunb.) Bercht. & J.Presl,미나리아재비과,Ranunculaceae,4,5,N,N,높이는 10∼30cm이다.
751,분홍할미꽃,Pulsatilla dahurica (Fisch. ex DC.) Spreng.,미나리아재비과,Ranunculaceae,5,5,N,N,높이 20cm 내외이다.
752,노랑할미꽃,Pulsatilla koreana f. flava (Y.N.Lee) W.T.Lee,미나리아재비과,Ranunculaceae,4,4,N,N,높이는 30∼40cm 정도 큰다.
753,산할미꽃,Pulsatilla nivalis Nakai,미나리아재비과,Ranunculaceae,6,7,N,Y,높이가 15-22cm 정도로 자란다.
754,동강할미꽃,Pulsatilla tongkangensis Y.N.Lee & T.C.Lee,미나리아재비과,Ranunculaceae,4,4,Y,Y,높이는 꽃이 필 때 15cm쯤이며 이후에 더 자라 꽃이 진 후에 20cm에 이른다. 
755,긴동강할미꽃,Pulsatilla tongkangensis f. longisepala Y.N.Lee,미나리아재비과,Ranunculaceae,4,4,N,N,키는 꽃이 필 때 15cm쯤이며 이후에 더 자란다.
756,,Pulsatilla davurica Spreng.,미나리아재비과,Ranunculaceae,5,5,N,N,높이는 20-45cm 정도로 자란다.
757,모데미풀,Megaleranthis saniculifolia Ohwi,미나리아재비과,Ranunculaceae,5,5,Y,Y,높이가 20-40cm정도이다.
758,바디풀,Leptopyrum fumarioides (L.) Rchb.,미나리아재비과,Ranunculaceae,5,6,N,N,높이 4~30cm이다.
759,만주바람꽃,Isopyrum manshuricum (Kom.) Kom.,미나리아재비과,Ranunculaceae,4,5,Y,N,높이 20cm
760,변산바람꽃,Eranthis byunsanensis B.Y.Sun,미나리아재비과,Ranunculaceae,3,4,Y,Y,꽃대는 높이 10-30㎝가량.
761,너도바람꽃,Eranthis stellata Maxim.,미나리아재비과,Ranunculaceae,3,4,Y,N,높이 15cm이다.
762,나도바람꽃,Enemion raddeanum Regel,미나리아재비과,Ranunculaceae,5,6,N,N,높이는 20～30cm이다.
763,부전제비고깔,Delphinium maackianum var. lasiophyllum Nakai,미나리아재비과,Ranunculaceae,7,9,N,N,높이 1m에 달한다.
764,털제비고깔,Delphinium maackianum f. lasiocarpum (Regel) Kitag.,미나리아재비과,Ranunculaceae,7,9,N,N,높이 약 1m이다. 
765,큰제비고깔,Delphinium maackianum Regel,미나리아재비과,Ranunculaceae,7,9,Y,N,높이는 1m에 달한다.
766,참제비고깔,Delphinium ornatum Bouche,미나리아재비과,Ranunculaceae,7,7,N,N,높이 90cm
767,흰제비고깔,Delphinium maackianum f. album (Nakai) W.T.Lee,미나리아재비과,Ranunculaceae,7,8,N,N,높이는 1m에 달한다.
768,제비고깔,Delphinium grandiflorum L.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 60cm
769,세잎종덩굴,Clematis koreana Kom.,미나리아재비과,Ranunculaceae,5,5,Y,N,높이가 1m 정도 된다.
770,검종덩굴,Clematis fusca Turcz.,미나리아재비과,Ranunculaceae,6,8,N,N,길이 0.6~2m정도 .
771,조령으아리,Clematis brachyura var. hexasepala Y.N.Lee,미나리아재비과,Ranunculaceae,8,9,N,N,길이 약 2m정도 이다.
772,병조희풀,Clematis heracleifolia DC.,미나리아재비과,Ranunculaceae,8,9,N,N,높이 1m.
773,큰꽃으아리,Clematis patens C.Morren & Decne.,미나리아재비과,Ranunculaceae,5,6,N,N,길이 2~4m이다.
774,개버무리,Clematis serratifolia Rehder,미나리아재비과,Ranunculaceae,8,9,N,N,길이 2m.
775,사위질빵,Clematis apiifolia DC.,미나리아재비과,Ranunculaceae,7,9,N,N,길이 3m.
776,외대으아리,Clematis brachyura Maxim.,미나리아재비과,Ranunculaceae,5,6,N,Y,높이 1m.
777,참으아리,Clematis terniflora DC.,미나리아재비과,Ranunculaceae,7,9,N,N,길이가 5m 정도로 자란다.
778,할미밀망,Clematis trichotoma Nakai,미나리아재비과,Ranunculaceae,6,8,N,Y,"길이 5m, 지름 3cm."
779,좁은잎사위질빵,Clematis hexapetala Pall.,미나리아재비과,Ranunculaceae,6,8,N,N,높이가 50-100cm 정도에 이른다.
780,으아리,Clematis terniflora DC. var. mandshurica (Rupr.) Ohwi,미나리아재비과,Ranunculaceae,5,9,N,N,길이 2m.
781,요강나물,Clematis flabellata Nakai,미나리아재비과,Ranunculaceae,5,6,N,N,높이 30~100cm 정도로 자란다.
782,눈빛승마,Cimicifuga dahurica (Turcz. ex Fisch. & C.A.Mey.) Maxim.,미나리아재비과,Ranunculaceae,8,8,N,N,높이는 2m정도에 이른다.
783,세잎승마,Cimicifuga heracleifolia var. bifida Nakai,미나리아재비과,Ranunculaceae,8,8,Y,Y,높이 1~1.2m이다.
784,촛대승마,Cimicifuga simplex (DC.) Turcz.,미나리아재비과,Ranunculaceae,6,8,N,N,높이가 1m 가량 된다.
785,왜승마,Cimicifuga japonica (Thunb.) Spreng.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 60-80cm
786,승마,Cimicifuga heracleifolia Kom.,미나리아재비과,Ranunculaceae,8,9,N,N,높이 1~2m이다.
787,개승마,Cimicifuga biternata (Siebold & Zucc.) Miq.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 30~100cm이다.
788,황새승마,Cimicifuga foetida L.,미나리아재비과,Ranunculaceae,8,9,N,N,높이 1m.
789,애기동의나물,Caltha natans Pall.,미나리아재비과,Ranunculaceae,6,7,N,N,높이20~50cm이다.
790,동의나물,Caltha palustris L.,미나리아재비과,Ranunculaceae,4,5,N,N,높이 60cm 내외이다.
791,매화바람꽃,Callianthemum insigne (Nakai) Nakai,미나리아재비과,Ranunculaceae,7,8,N,Y,꽃대는 길이 12-20cm로 된다.
792,노랑매발톱,Aquilegia buergeriana var. oxysepala f. pallidiflora (Nakai) M.K.Park,미나리아재비과,Ranunculaceae,6,7,N,N,높이가 50-100cm이다.
793,,Aquilegia flabellata var. pumila Kudo,미나리아재비과,Ranunculaceae,7,8,N,N,높이가 30cm정도에 이른다.
794,,Aquilegia buergeriana Siebold & Zucc.,미나리아재비과,Ranunculaceae,6,7,N,N,높이 50-100cm
795,매발톱,Aquilegia buergeriana var. oxysepala (Trautv. & Meyer) Kitam.,미나리아재비과,Ranunculaceae,5,7,N,N,높이 30~130cm이다.
796,하늘매발톱,Aquilegia japonica Nakai & H. Hara,미나리아재비과,Ranunculaceae,7,8,N,N,높이 15~30cm이다.
797,바이칼바람꽃,Anemone glabrata (Maxim.) Juz.,미나리아재비과,Ranunculaceae,6,6,Y,N,높이가 8cm정도이다.
798,바람꽃,Anemone narcissiflora L.,미나리아재비과,Ranunculaceae,7,8,Y,N,높이가 20-40cm이다.
799,국화바람꽃,Anemone pseudoaltaica H. Hara,미나리아재비과,Ranunculaceae,4,5,N,N,꽃대의 높이 10-30cm
800,꿩의바람꽃,Anemone raddeana Regel,미나리아재비과,Ranunculaceae,4,5,N,N,꽃대는 높이가 15-20cm 이다.
801,세바람꽃,Anemone stolonifera Maxim.,미나리아재비과,Ranunculaceae,5,6,N,N,높이 10-20cm이다.
802,숲바람꽃,Anemone umbrosa C.A.Mey.,미나리아재비과,Ranunculaceae,5,6,Y,N,높이는 15-25cm 정도 된다.
803,가래바람꽃,Anemone dichotoma L.,미나리아재비과,Ranunculaceae,7,8,N,N,높이가 50cm가량 된다.
804,들바람꽃,Anemone amurensis (Korsh.) Kom.,미나리아재비과,Ranunculaceae,4,4,N,N,높이가 15cm정도로 자란다.
805,회리바람꽃,Anemone reflexa Steph. & Willd.,미나리아재비과,Ranunculaceae,5,5,N,N,꽃대의 높이가 20-30cm 정도 자란다.
806,쌍동바람꽃,Anemone rossii S.Moore,미나리아재비과,Ranunculaceae,5,6,N,N,높이 25cm.
807,외대바람꽃,Anemone nikoensis Maxim.,미나리아재비과,Ranunculaceae,4,4,N,N,높이 20-30cm
808,남바람꽃,Anemone flaccida F.Schmidt,미나리아재비과,Ranunculaceae,3,3,Y,N,높이 10~20cm
809,복수초,Adonis amurensis Regel & Radde,미나리아재비과,Ranunculaceae,4,4,N,N,높이가 10-30cm정도이다.
810,개복수초,Adonis pseudoamurensis W.T.Wang,미나리아재비과,Ranunculaceae,3,4,N,N,높이 10~40cm
811,노루삼,Actaea asiatica H. Hara,미나리아재비과,Ranunculaceae,6,6,N,N,높이는 40-70cm로 자란다.
812,붉은노루삼,Actaea erythrocarpa Fisch.,미나리아재비과,Ranunculaceae,6,6,N,N,높이는 40-70cm이다.
813,투구꽃,Aconitum jaluense Kom.,미나리아재비과,Ranunculaceae,9,9,N,N,높이 1m에 달한다.
814,이삭바꽃,Aconitum kusnezoffii Rchb.,미나리아재비과,Ranunculaceae,8,8,Y,N,높이 1m이다.
815,민바꽃,Aconitum ambiguum (Regel) Rchb.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 40~90cm이다.
816,흰진범,Aconitum longecassidatum Nakai,미나리아재비과,Ranunculaceae,8,8,N,N,길이 1m
817,가는돌쩌귀,Aconitum macrorhynchum Turcz.,미나리아재비과,Ranunculaceae,8,9,N,N,높이 1m에 달한다.
818,각시투구꽃,Aconitum monanthum Nakai,미나리아재비과,Ranunculaceae,7,8,N,N,높이 20cm 정도로 자란다.
819,진범,Aconitum pseudolaeve Nakai,미나리아재비과,Ranunculaceae,8,8,N,Y,30~80(2m)cm이다.
820,가는줄돌쩌귀,Aconitum volubile Pall. ex Koelle,미나리아재비과,Ranunculaceae,9,9,N,N,높이 1m.
821,세잎돌쩌귀,Aconitum triphyllum Nakai,미나리아재비과,Ranunculaceae,9,9,N,N,높이 1m에 달한다.
822,흰한라돌쩌귀,Aconitum napiforme f. albiflorum Y.N.Lee,미나리아재비과,Ranunculaceae,9,9,N,N,높이가 45-100cm가량 된다.
823,놋젓가락나물,Aconitum ciliare DC.,미나리아재비과,Ranunculaceae,8,9,N,N,길이 2m
824,세뿔투구꽃,Aconitum austrokoreense Koidz.,미나리아재비과,Ranunculaceae,9,9,Y,Y,높이가 60-80cm정도이다.
825,줄바꽃,Aconitum alboviolaceum Kom.,미나리아재비과,Ranunculaceae,7,9,N,N,높이는 1∼2m이다.
826,선줄바꽃,Aconitum raddeanum Regel,미나리아재비과,Ranunculaceae,8,9,N,N,길이 1~2m에 달한다.
827,키다리바꽃,Aconitum arcuatum Maxim.,미나리아재비과,Ranunculaceae,7,8,N,N,높이 2m
828,지리바꽃,Aconitum chiisanense Nakai,미나리아재비과,Ranunculaceae,7,9,Y,Y,높이 1m가량이다.
829,한라돌쩌귀,Aconitum japonicum subsp. napiforme (H.L?v. & Vaniot) Kadota,미나리아재비과,Ranunculaceae,9,9,Y,N,높이가 45-100cm가량 된다.
830,참줄바꽃,Aconitum villosum Rchb.,미나리아재비과,Ranunculaceae,8,9,N,N,높이 1m
831,노랑투구꽃,Aconitum sibiricum Poir.,미나리아재비과,Ranunculaceae,9,9,Y,N,높이 1-1.5m이다.
832,선투구꽃,Aconitum umbrosum (Korsh.) Kom.,미나리아재비과,Ranunculaceae,7,8,Y,N,높이 1m
833,백부자,Aconitum coreanum (H.L?v.) Rapaics,미나리아재비과,Ranunculaceae,7,8,Y,N,높이가 1m에 이른다.
834,노루귀,Hepatica asiatica Nakai,미나리아재비과,Ranunculaceae,3,4,N,N,높이가 10cm 정도 된다.
835,한계령풀,Leontice microrhyncha S.Moore,매자나무과,Berberidaceae,5,5,Y,N,높이가 30-40cm정도이다.
836,깽깽이풀,Jeffersonia dubia (Maxim.) Benth. & Hook.f. ex Baker & S.Moore,매자나무과,Berberidaceae,4,5,Y,N,높이가 20-30cm 정도로 자란다.
837,삼지구엽초,Epimedium koreanum Nakai,매자나무과,Berberidaceae,4,5,Y,N,높이가 30cm에 달한다.
838,꿩의다리아재비,Caulophyllum robustum Maxim.,매자나무과,Berberidaceae,6,7,N,N,높이 40-80cm이다.
839,왕매발톱나무,Berberis amurensis var. latifolia Nakai,매자나무과,Berberidaceae,5,5,N,N,높이 2m에 이른다.
840,매자나무,Berberis koreana Palib.,매자나무과,Berberidaceae,5,5,N,Y,높이 2m. 
841,매발톱나무,Berberis amurensis Rupr.,매자나무과,Berberidaceae,4,7,N,N,높이 2m. 
842,좁은잎매자,Berberis koreana var. angustifolia Nakai,매자나무과,Berberidaceae,5,5,N,N,높이가 2m에 달한다.
843,당매자나무,Berberis poiretii C.K.Schneid.,매자나무과,Berberidaceae,4,5,N,N,높이 약 2m.
844,연밥매자나무,Berberis koreana var. ellipsoides Nakai,매자나무과,Berberidaceae,5,5,N,Y,높이 2m.
845,섬매발톱나무,Berberis amurensis var. quelpaertensis (Nakai) Nakai,매자나무과,Berberidaceae,5,5,Y,Y,높이 2m 내외.
846,순채,Brasenia schreberi J.F.Gmelin,어항마름과,Cabombaceae,6,8,Y,N,"길이는 6~10cm,직경은 4~6cm정도이다."
847,오성붕어마름,Ceratophyllum demersum var. quadrispinum Makino,붕어마름과,Ceratophyllaceae,7,8,N,N,원줄기는 길이 20-40cm.
848,묏대추나무,Ziziphus jujuba Mill. var. spinosa (Bunge) Hu & C.H.Chow,갈매나무과,Rhamnaceae,5,6,N,N,수고 10m에 달한다.
849,보은대추나무,Ziziphus jujuba var. hoonensis (T.H.Chung) T.B.Lee,갈매나무과,Rhamnaceae,5,7,N,N,수고 8m 정도
850,털상동나무,Sageretia theezans f. tomentosa (C.K.Schneid.) Hara,갈매나무과,Rhamnaceae,10,11,N,N,높이 2m 정도
851,갈매나무,Rhamnus davurica Pall.,갈매나무과,Rhamnaceae,5,6,N,N,높이 5m
852,털갈매나무,Rhamnus koraiensis C.K.Schneid.,갈매나무과,Rhamnaceae,5,6,N,N,높이 2m 정도
853,신갈매나무,Rhamnus diamantiaca Nakai,갈매나무과,Rhamnaceae,5,5,N,N,높이가 2m에 달한다.
854,산황나무,Rhamnus crenata Siebold & Zucc.,갈매나무과,Rhamnaceae,6,7,N,N,높이 3m 정도
855,참갈매나무,Rhamnus ussuriensis J.J.Vassil.,갈매나무과,Rhamnaceae,5,6,N,N,높이 4m.
856,까마귀베개,Rhamnella franguloides (Maxim.) Weberb.,갈매나무과,Rhamnaceae,5,7,N,N,높이 7m 정도로 자란다.
857,갯대추나무,Paliurus ramosissimus (Lour.) Poir.,갈매나무과,Rhamnaceae,6,6,Y,N,높이 2~3m.
858,헛개나무,Hovenia dulcis Thunb.,갈매나무과,Rhamnaceae,7,7,N,N,"높이 10m, 지름 30~40cm."
859,청사조,Berchemia racemosa Siebold & Zucc.,갈매나무과,Rhamnaceae,7,8,Y,N,길이 10m.
860,망개나무,Berchemia berchemiifolia (Makino) Koidz.,갈매나무과,Rhamnaceae,6,6,Y,N,"수고 15m, 직경 40cm까지 자란다."
861,먹넌출,Berchemia floribunda (Wall.) Brongn.,갈매나무과,Rhamnaceae,5,8,Y,N,길이 10m 이상
862,섬머루,Vitis coignetiae f. glabrescens (Nakai) H. Hara,포도과,Vitaceae,6,6,N,N,길이 10m 정도
863,새머루,Vitis flexuosa Thunb.,포도과,Vitaceae,6,6,N,N,길이 3m.
864,왕머루,Vitis amurensis Rupr.,포도과,Vitaceae,6,6,N,N,길이가 10m에 달한다.
865,청까마귀머루,Vitis ficifolia Bunge f. glabrata (Nakai) W.Lee,포도과,Vitaceae,7,7,N,N,길이 2m
866,머루,Vitis coignetiae Pulliat ex Planch.,포도과,Vitaceae,6,6,N,N,길이 10m.
867,까마귀머루,Vitis heyneana Roem. & Schult. subsp. ficifolia (Bunge) C.L.Li,포도과,Vitaceae,7,7,N,N,길이 2m.
868,담쟁이덩굴,Parthenocissus tricuspidata (Siebold & Zucc.) Planch.,포도과,Vitaceae,6,7,N,N,길이 10m.
869,가회톱,Ampelopsis japonica (Thunb.) Makino,포도과,Vitaceae,7,7,N,N,길이 2m이상.
870,개머루,Ampelopsis glandulosa (Wall.) Momiy var. brevipedunculata (Maxim.) Momiy,포도과,Vitaceae,6,7,N,N,길이 5m.
871,대구돌나물,Crassula aquatica (L.) Sch?nland,돌나물과,Crassulaceae,5,6,Y,N,높이 2~6cm.
872,땅채송화,Sedum oryzifolium Makino,돌나물과,Crassulaceae,5,7,N,N,높이 5-12cm정도이다.
873,바위채송화,Sedum polytrichoides Hemsl.,돌나물과,Crassulaceae,8,9,N,N,높이가 10cm가량 된다.
874,돌나물,Sedum sarmentosum Bunge,돌나물과,Crassulaceae,5,6,N,N,높이가 15cm정도이다.
875,돌채송화,Sedum japonicum Siebold ex Miq.,돌나물과,Crassulaceae,5,6,N,N,높이 10~15cm.
876,태백기린초,Sedum latiovalifolium Y.N.Lee,돌나물과,Crassulaceae,6,6,N,Y,높이 20cm가량.
877,말똥비름,Sedum bulbiferum Makino,돌나물과,Crassulaceae,6,8,N,N,높이 7-22cm.
878,돌꽃,Rhodiola elongata (Ledeb.) Fisch. & C.A.Mey.,돌나물과,Crassulaceae,7,8,N,N,높이 10cm 가량 자란다.
879,바위돌꽃,Rhodiola rosea L.,돌나물과,Crassulaceae,7,8,N,N,높이 7-30cm.
880,가지돌꽃,Rhodiola ramosa Nakai,돌나물과,Crassulaceae,7,8,N,N,높이 5~6cm이다.
881,좁은잎돌꽃,Rhodiola angusta Nakai,돌나물과,Crassulaceae,7,8,N,Y,높이 5cm에 달한다.
882,흰좀바위솔,Orostachys minuta f. alba Y.N.Lee,돌나물과,Crassulaceae,9,10,N,N,높이 15cm가량
883,바위솔,Orostachys japonica (Maxim.) A.Berger,돌나물과,Crassulaceae,9,9,N,N,높이 약 30cm이다.
884,둥근바위솔,Orostachys malacophylla (Pall.) Fisch.,돌나물과,Crassulaceae,9,12,N,N,높이 10-30cm 정도로 자란다.
885,,Orostachys sikokianus Ohwi,돌나물과,Crassulaceae,8,9,N,N,높이 10cm 가량.
886,좀바위솔,Orostachys minuta (Kom.) A.Berger,돌나물과,Crassulaceae,9,10,N,N,높이 15cm.
887,잎새바위솔,Orostachys spinosa (L.) Sweet,돌나물과,Crassulaceae,7,8,N,N,높이 5~25cm이다.
888,난쟁이바위솔,Meterostachys sikokianus (Makino) Nakai,돌나물과,Crassulaceae,8,9,N,N,높이는 2~10cm이다.
889,꿩의비름,Hylotelephium erythrostictum (Miq.) H.Ohba,돌나물과,Crassulaceae,8,9,N,N,높이 30-90cm 가량이다.
890,큰꿩의비름,Hylotelephium spectabile (Boreau) H.Ohba,돌나물과,Crassulaceae,8,9,N,N,높이 30~70cm이다.
891,둥근잎꿩의비름,Hylotelephium ussuriense (Kom.) H.Ohba,돌나물과,Crassulaceae,7,8,Y,N,높이 15-25cm정도이다.
892,세잎꿩의비름,Hylotelephium verticillatum (L.) H.Ohba,돌나물과,Crassulaceae,8,9,N,N,높이 30~50cm이다.
893,자주꿩의비름,Hylotelephium pallescens (Freyn) H.Ohba,돌나물과,Crassulaceae,7,9,N,N,높이 30~50cm이다.
894,새끼꿩의비름,Hylotelephium viviparum (Maxim.) H.Ohba,돌나물과,Crassulaceae,8,9,N,N,높이 60cm.
895,큰기린초,Phedimus aizoon (L.) 't Hart var. latifolius (Maxim.) H. Ohba,돌나물과,Crassulaceae,7,8,N,N,높이 약 50cm이다. 
896,기린초,Phedimus kamtschaticus (Fisch. & C.A.Mey.) 't Hart,돌나물과,Crassulaceae,6,8,N,N,높이 5~30cm 가량이다.
897,애기기린초,Phedimus middendorffianus (Maxim.) 't Hart,돌나물과,Crassulaceae,6,8,N,N,높이 20cm가량 된다.
898,섬기린초,Phedimus takesimensis (Nakai) 't Hart,돌나물과,Crassulaceae,7,7,N,Y,높이 50cm.
899,속리기린초,Phedimus zokuriensis (Nakai) 't Hart,돌나물과,Crassulaceae,7,8,N,Y,높이 10~18cm.
900,가는기린초,Phedimus aizoon (L.) 't Hart,돌나물과,Crassulaceae,7,8,N,N,높이 20-50cm 가량 자란다.
901,조록나무,Distylium racemosum Siebold & Zucc.,조록나무과,Hamamelidaceae,4,5,N,N,높이 10 ~ 20m.
902,넓은잎조록나무,Distylium racemosum f. latifolia Nakai,조록나무과,Hamamelidaceae,4,5,N,N,수고 10-20m까지 자란다.
903,히어리,Corylopsis coreana Uyeki,조록나무과,Hamamelidaceae,3,4,Y,N,높이 1 ~ 2m.
904,고슴도치풀,Triumfetta japonica Makino,피나무과,Tiliaceae,8,9,N,N,높이 60-130cm
905,털피나무,Tilia rufa Nakai,피나무과,Tiliaceae,6,6,N,N,높이 10m에 달한다.
906,개염주나무,Tilia semicostata Nakai,피나무과,Tiliaceae,6,6,N,Y,높이 15m
907,찰피나무,Tilia mandshurica Rupr. & Maxim.,피나무과,Tiliaceae,6,6,N,N,높이 10m.
908,연밥피나무,Tilia koreana Nakai,피나무과,Tiliaceae,6,6,N,N,높이 15m에 달한다.
909,평안피나무,Tilia amurensis var. grosseserrata Nakai,피나무과,Tiliaceae,6,6,N,N,높이 20m에 달한다.
910,피나무,Tilia amurensis Rupr.,피나무과,Tiliaceae,6,6,N,N,높이 20m.
911,섬피나무,Tilia insularis Nakai,피나무과,Tiliaceae,7,7,N,Y,"높이 30m,직경 1m에 달한다."
912,뽕잎피나무,Tilia taquetii C.K.Schneid.,피나무과,Tiliaceae,6,6,N,N,높이 4~5m에 달한다.
913,좀장구밤나무,Grewia parviflora f. angusta (Nakai) W.T.Lee,피나무과,Tiliaceae,7,7,N,N,높이 2m에 달한다.
914,장구밤나무,Grewia parviflora Bunge,피나무과,Tiliaceae,7,7,N,N,높이 2m.
915,수까치깨,Corchoropsis tomentosa (Thunb.) Makino,피나무과,Tiliaceae,8,9,N,N,높이 60cm
916,까치깨,Corchoropsis tomentosa (Thunb.) Makino var. psilocarpa (Harms & Loes. ex Gilg & Loes.) C.Y.Wu & Y.Tang,피나무과,Tiliaceae,6,8,N,N,높이 30~90cm
917,멀구슬나무,Melia azedarach L.,멀구슬나무과,Meliaceae,5,6,N,N,높이 15m.
918,이삭물수세미,Myriophyllum spicatum L.,개미탑과,Haloragaceae,6,10,N,N,길이 1m이상 자라는 것도 있다.
919,선물수세미,Myriophyllum ussuriense (Regel) Maxim.,개미탑과,Haloragaceae,7,7,N,N,"수중에 자라는 것은 길이 50cm, 습지의 것은 길이 6-10cm 가량"
920,물수세미,Myriophyllum verticillatum L.,개미탑과,Haloragaceae,8,8,N,N,길이 50cm
921,개미탑,Haloragis micrantha (Thunb.) R.Br. ex Siebold & Zucc.,개미탑과,Haloragaceae,7,8,N,N,키 10~30cm
922,쇠뜨기말풀,Hippuris vulgaris L.,쇠뜨기말풀과,Hippuridaceae,6,8,N,N,"높이 20~50cm, 지름 3~5mm이다. "
923,눈여뀌바늘,Ludwigia ovalis Miq.,바늘꽃과,Onagraceae,7,10,N,N,길이 20-40cm
924,여뀌바늘,Ludwigia prostrata Roxb.,바늘꽃과,Onagraceae,9,9,N,N,높이 30-60cm
