연번,국명,학명,과국명,과명,개화기시작(월),결실기(월),보호식물여부,특산식물여부,크기
1627,털산돌배,Pyrus ussuriensis var. pubescens Nakai ex Kawamoto ex Nakai,장미과,Rosaceae,4,5,N,N,수고 10m 정도
1628,청실리,Pyrus ussuriensis var. ovoidea Rehder,장미과,Rosaceae,4,5,N,N,높이가 10m에 달한다.
1629,백운배나무,Pyrus hakunensis Nakai,장미과,Rosaceae,4,5,N,N,"높이는 약 4m, 지름은 약 20cm이다."
1630,돌배나무,Pyrus pyrifolia (Burm.f.) Nakai,장미과,Rosaceae,4,5,N,N,높이 5m.
1631,산이스라지,Prunus japonica Thunb.,장미과,Rosaceae,5,5,N,Y,높이 1m 정도
1632,왕벚나무,Prunus x yedoensis Matsum.,장미과,Rosaceae,4,4,Y,N,높이 15m.
1633,벚나무,Prunus serrulata Lindl. f. spontanea (E.H.Wilson) Chin S.Chang,장미과,Rosaceae,4,5,N,N,높이 10 ~ 20m.
1634,꽃벚나무,Prunus serrulata var. sontagiae Nakai,장미과,Rosaceae,4,5,N,N,"수고 20m, 직경 90㎝까지 자란다."
1635,산개벚지나무,Prunus maximowiczii Rupr.,장미과,Rosaceae,4,5,N,N,높이는 15m 정도이다.
1636,귀룽나무,Prunus padus L.,장미과,Rosaceae,5,5,N,N,수고 15m정도
1637,복사앵도나무,Prunus choreiana Nakai ex Im,장미과,Rosaceae,4,4,Y,Y,2~3m
1638,섬개벚나무,Prunus buergeriana Miq.,장미과,Rosaceae,4,5,N,N,높이 10cm
1639,가는잎벚나무,Prunus serrulata var. densiflora (Koehne) Uyeki,장미과,Rosaceae,4,5,N,N,"수고 20m, 직경 90㎝까지 자란다."
1640,시베리아살구,Prunus sibirica L.,장미과,Rosaceae,4,5,N,N,수고 5-10m 정도 자란다.
1641,섬벚나무,Prunus takesimensis Nakai,장미과,Rosaceae,4,4,N,Y,"높이 20m, 지름 90cm."
1642,풀또기,Prunus triloba Lindl. var. truncata Kom.,장미과,Rosaceae,4,5,N,N,높이가 3m에 이른다.
1643,처진개벚나무,Prunus verecunda var. pendula (Nakai) W.T.Lee,장미과,Rosaceae,4,5,N,N,높이가 15m에 이른다.
1644,북개벚지나무,Prunus meyeri Rehder,장미과,Rosaceae,5,5,N,N,"수고 15m, 직경 60㎝ 정도"
1645,사옥,Prunus quelpaertensis Nakai,장미과,Rosaceae,4,5,N,N,높이 20m.
1646,제주벚나무,Prunus yedoensis f. nudiflora (Koehne) Rehder,장미과,Rosaceae,4,4,N,N,높이 15m에 달한다.
1647,털개벚나무,Prunus leveilleana var. pilosa Nakai,장미과,Rosaceae,4,4,N,N,높이는 10m정도이다.
1648,털개살구,Prunus mandshurica f. barbinervis (Nakai) W.T.Lee,장미과,Rosaceae,4,4,N,N,높이 5~10m이다.
1649,개벚지나무,Prunus maackii Rupr.,장미과,Rosaceae,5,5,N,N,높이 15m.
1650,개살구나무,Prunus mandshurica (Maxim.) Koehne,장미과,Rosaceae,4,4,N,N,높이 5~10m
1651,흰귀룽나무,Prunus padus f. glauca (Nakai) Kitag.,장미과,Rosaceae,5,5,N,N,수고 15m에 달한다.
1652,올벚나무,Prunus spachiana (Lavall?e ex Ed.Otto) Kitam. f. ascendens (Makino) Kitam.,장미과,Rosaceae,3,4,N,N,"높이 10m, 지름 1m."
1653,개벚나무,Prunus verecunda (Koidz.) Koehne,장미과,Rosaceae,4,4,N,N,높이가 15m에 이른다.
1654,차빛귀룽,Prunus padus f. rufo-ferruginea (Nakai) W.T.Lee,장미과,Rosaceae,5,5,N,N,수고 15m에 달한다. 
1655,흰털귀룽나무,Prunus padus var. pubescens Regel & Tiling,장미과,Rosaceae,5,6,N,N,수고 15m에 달한다.
1656,산벚나무,Prunus sargentii Rehder,장미과,Rosaceae,4,5,N,N," 높이 20m, 지름 90cm."
1657,털이스라지,Prunus japonica f. rufinervis (Nakai) T.B.Lee,장미과,Rosaceae,5,5,N,N,높이 1m 정도
1658,잔털벚나무,Prunus serrulata Lindl. var. pubescens (Makino) Nakai,장미과,Rosaceae,4,5,N,N,"높이 20m, 지름 90㎝."
1659,털벚나무,Prunus serrulata var. tomentella Nakai,장미과,Rosaceae,4,5,N,N,"수고 20m, 직경 90㎝까지 자란다."
1660,만첩개벚,Prunus verecunda var. semiplena (Nakai) W.T.Lee,장미과,Rosaceae,4,4,N,N,높이 7m 정도
1661,서울귀룽나무,Prunus padus var. seoulensis (H.L?v.) Nakai,장미과,Rosaceae,5,5,N,N,수고 15m에 달한다.
1662,이스라지,Prunus japonica Thunb. var. nakaii (H.Lev.) Rehder,장미과,Rosaceae,5,5,N,N,높이는 1.5m가량.
1663,산복사나무,Prunus davidiana (Carri?re) Franch.,장미과,Rosaceae,4,4,N,N,높이는 5m 정도로 자란다.
1664,빈추나무,Prinsepia sinensis (Oliv.) Oliv. ex Bean,장미과,Rosaceae,4,4,N,N,높이가 1.5m 정도 자란다.
1665,윤노리나무,Pourthiaea villosa (Thunb.) Decne.,장미과,Rosaceae,5,5,N,N,높이 5m.
1666,털윤노리나무,Pourthiaea villosa var. zollingeri (Decne.) C.K.Schneid.,장미과,Rosaceae,5,5,N,N,"수고 5-10m, 직경은 10-20cm 정도"
1667,민윤노리나무,Pourthiaea villosa var. laevis (Thunb.) Stapf,장미과,Rosaceae,5,5,N,N,"수고 5-10m, 직경은 10-20cm 정도"
1668,떡윤노리나무,Pourthiaea villosa var. brunnea (H.L?v.) Nakai,장미과,Rosaceae,5,5,N,Y,"수고 5-10m, 직경은 10-20cm 정도"
1669,딱지꽃,Potentilla chinensis Ser.,장미과,Rosaceae,6,7,N,N,높이 30-60cm 가량이다.
1670,참양지꽃,Potentilla dickinsii var. breviseta Nakai,장미과,Rosaceae,6,7,N,N,높이 10-20㎝
1671,민눈양지꽃,Potentilla rosulifera H.L?v.,장미과,Rosaceae,5,6,N,N,높이 10~20cm
1672,양지꽃,Potentilla fragarioides L.,장미과,Rosaceae,4,6,N,N,높이 30-50cm
1673,솜양지꽃,Potentilla discolor Bunge,장미과,Rosaceae,4,8,Y,N,높이 15~40cm이다.
1674,가락지나물,Potentilla anemonifolia Lehm.,장미과,Rosaceae,5,7,N,N,높이가 20-60cm 정도로 자란다.
1675,돌양지꽃,Potentilla dickinsii Franch. & Sav.,장미과,Rosaceae,6,7,N,N,높이 10~20cm 정도이다.
1676,섬양지꽃,Potentilla dickinsii var. glabrata Nakai,장미과,Rosaceae,6,7,N,Y,높이 10-20㎝
1677,은양지꽃,Potentilla nivea L.,장미과,Rosaceae,7,7,N,N,높이 10~20cm
1678,흰좀양지꽃,Potentilla matsumurae f. alba Y.N.Lee,장미과,Rosaceae,7,8,N,N,높이 10-20cm
1679,끈끈이딱지,Potentilla longifolia Willd. ex Schltdl.,장미과,Rosaceae,7,8,N,N,높이 30~50cm이다.
1680,물양지꽃,Potentilla cryptotaeniae Maxim.,장미과,Rosaceae,7,8,N,N,높이 30~100cm
1681,당양지꽃,Potentilla ancistrifolia Bunge,장미과,Rosaceae,6,7,N,N,높이 20~30cm이다.
1682,제주양지꽃,Potentilla stolonifera Lehm. ex Ledeb. var. quelpaertensis Nakai,장미과,Rosaceae,4,6,N,N,높이가 20cm 정도 된다.
1683,털딱지꽃,Potentilla chinensis Ser. var. concolor Franch. & Sav.,장미과,Rosaceae,6,7,N,N,높이 30-60cm
1684,물싸리,Potentilla fruticosa L.,장미과,Rosaceae,6,9,N,N,높이 1.5m.
1685,세잎양지꽃,Potentilla freyniana Bornm.,장미과,Rosaceae,3,4,N,N,꽃대의 높이 15-30cm
1686,흰물싸리,Potentilla glabra Lodd. var. mandshurica (Maxim.) Hand.-Mazz.,장미과,Rosaceae,6,8,N,N,높이 1.5m 정도
1687,좀양지꽃,Potentilla matsumurae Th.Wolf,장미과,Rosaceae,7,8,N,N,높이 10~20cm
1688,좀딸기,Potentilla centigrana Maxim.,장미과,Rosaceae,7,7,N,N,높이 50cm
1689,섬국수나무,Spiraea insularis (Nakai) H.C.Shin,장미과,Rosaceae,6,6,Y,Y,높이 1m정도 자란다.
1690,금강인가목,Pentactina rupicola Nakai,장미과,Rosaceae,6,6,N,Y,높이 70cm
1691,나도국수나무,Neillia uekii Nakai,장미과,Rosaceae,5,5,N,N,높이 1 ~ 2m.
1692,민나도국수나무,Neillia uyekii f. papilosa (Nakai) W.T.Lee,장미과,Rosaceae,5,5,N,N,높이 2m에 이른다.
1693,야광나무,Malus baccata (L.) Borkh.,장미과,Rosaceae,5,5,N,N,높이 6m.
1694,좀야광나무,Malus baccata f. minor (Nakai) T.B.Lee,장미과,Rosaceae,5,5,N,N,"수고 12m, 직경 50㎝에 이른다."
1695,털야광나무,Malus mandshurica (Maxim.) Kom. ex Skvortsov,장미과,Rosaceae,5,5,N,N,"수고 12m, 직경 50㎝에 이른다."
1696,이노리나무,Malus komarovii (Sarg.) Rehder,장미과,Rosaceae,5,6,Y,N,높이 5m
1697,개아그배나무,Malus micromalus Makino,장미과,Rosaceae,5,5,N,N,높이 7m까지 자란다.
1698,아그배나무,Malus toringo (Siebold) de Vriese,장미과,Rosaceae,5,5,N,N,높이 2 ~ 10m.
1699,민야광나무,Malus baccata f. jackii Rehder,장미과,Rosaceae,5,5,N,N,"수고 12m, 직경 50㎝에 이른다."
1700,황매화,Kerria japonica (L.) DC.,장미과,Rosaceae,4,5,N,N,높이 1.5-2m 정도 자란다.
1701,큰뱀무,Geum aleppicum Jacq.,장미과,Rosaceae,6,7,N,N,높이가 30-100cm 정도로 자란다.
1702,뱀무,Geum japonicum Thunb.,장미과,Rosaceae,6,6,N,N,높이 25-100cm
1703,땃딸기,Fragaria mandshurica Staudt,장미과,Rosaceae,8,9,N,N,꽃대는 높이 15cm 정도로 자란다.
1704,흰땃딸기,Fragaria nipponica Makino subsp. chejuensis Staudt & Olbricht,장미과,Rosaceae,5,5,Y,N,높이 10~30cm
1705,지리터리풀,Filipendula formosa Nakai,장미과,Rosaceae,7,8,N,Y,높이 1m
1706,터리풀,Filipendula glaberrima Nakai,장미과,Rosaceae,7,8,N,N,높이가 1m에 달한다.
1707,붉은터리풀,Filipendula koreana (Nakai) Nakai,장미과,Rosaceae,7,8,N,N,높이가 80cm 정도로 자란다.
1708,흰터리풀,Filipendula koreana f. alba (Nakai) Kitag.,장미과,Rosaceae,5,8,N,N,높이가 80㎝에 달한다.
1709,단풍터리풀,Filipendula palmata (Pall.) Maxim.,장미과,Rosaceae,6,6,N,N,높이가 1cm에 달한다.
1710,가침박달,Exochorda serratifolia S.Moore,장미과,Rosaceae,5,5,Y,N,높이 1~5m
1711,털가침박달,Exochorda serratifolia S.Moore var. oligantha Nakai,장미과,Rosaceae,5,5,N,N,높이 5m까지 자란다.
1712,뱀딸기,Duchesnea indica (Andr.) Focke,장미과,Rosaceae,4,5,N,N,30~100cm
1713,담자리꽃나무,Dryas octopetala L. var. asiatica (Nakai) Nakai,장미과,Rosaceae,6,6,N,N,10cm
1714,털산사,Crataegus pinnatifida var. pilosa C.K.Schneid.,장미과,Rosaceae,5,5,N,N,높이 3~6m이다.
1715,일월산사나무,Crataegus pinnatifida f. bracteata Nakai,장미과,Rosaceae,5,5,N,N,높이 3~6m이다.
1716,,Crataegus pinnatifida f. psilosa (Schneider) Kitag.,장미과,Rosaceae,4,5,N,N,높이 6m 까지 자란다.
1717,넓은잎산사,Crataegus pinnatifida var. major N.E.Br.,장미과,Rosaceae,4,5,N,N,높이 6m 까지 자란다.
1718,아광나무,Crataegus maximowiczii C.K.Schneid.,장미과,Rosaceae,5,5,N,N,높이 5m에 달한다.
1719,가새잎산사,Crataegus pinnatifida var. partita Nakai ex T.H.Chung,장미과,Rosaceae,5,5,N,N,높이 3∼6m이다.
1720,산사나무,Crataegus pinnatifida Bunge,장미과,Rosaceae,4,5,N,N,높이 6m.
1721,,Crataegus pinnatifida var. partita Nakai,장미과,Rosaceae,4,5,N,N,수고 6m에 달한다.
1722,둥근잎개야광,Cotoneaster integerrimus Medik.,장미과,Rosaceae,5,6,N,N,높이는 1.5m 정도로 자란다.
1723,섬개야광나무,Cotoneaster wilsonii Nakai,장미과,Rosaceae,5,6,Y,Y,높이 1.5m.
1724,검은낭아초,Comarum palustre L.,장미과,Rosaceae,6,7,N,N,높이가 30-60cm 정도로 자란다.
1725,좀낭아초,Chamaerhodos erecta (L.) Bunge,장미과,Rosaceae,6,7,N,N,높이 40cm.
1726,풀명자,Chaenomeles japonica (Thunb.) Lindl. ex Spach,장미과,Rosaceae,3,4,N,N,높이 1m.
1727,눈개승마,Aruncus dioicus (Walter) Fernald,장미과,Rosaceae,6,8,N,N,높이가 30-100cm이다.
1728,한라개승마,Aruncus aethusifolius (H.L?v.) Nakai,장미과,Rosaceae,8,8,Y,Y,높이 20cm이다.
1729,팥배나무,Aria alnifolia (Siebold & Zucc.) Decne.,장미과,Rosaceae,5,6,N,N,높이 15m.
1730,채진목,Amelanchier asiatica (Siebold & Zucc.) Endl. ex Walp.,장미과,Rosaceae,4,5,Y,N,높이 5 ~ 10m.
1731,짚신나물,Agrimonia pilosa Ledeb.,장미과,Rosaceae,6,8,N,N,높이 30-100cm
1732,산짚신나물,Agrimonia coreana Nakai,장미과,Rosaceae,7,8,N,N,높이 1m에 달한다.
1733,헐떡이풀,Tiarella polyphylla D.Don,범의귀과,Saxifragaceae,5,6,Y,N,꽃대는 높이 10-40cm
1734,범의귀,Saxifraga furumii Nakai,범의귀과,Saxifragaceae,7,8,N,Y,높이는 20cm가량 자란다.
1735,흰바위취,Saxifraga manshuriensis (Engl.) Kom.,범의귀과,Saxifragaceae,6,7,N,N,높이 40cm
1736,참바위취,Saxifraga oblongifolia Nakai,범의귀과,Saxifragaceae,7,8,N,N,높이 30cm
1737,바위떡풀,Saxifraga fortunei Hook.,범의귀과,Saxifragaceae,8,9,N,N,꽃대는 높이 5-35cm
1738,구름범의귀,Saxifraga laciniata Nakai & Takeda,범의귀과,Saxifragaceae,7,8,N,N,높이 25cm정도로 자란다.
1739,백두산바위취,Saxifraga laciniata var. takedana (Nakai) H. Hara,범의귀과,Saxifragaceae,7,8,N,N,높이가 25㎝에 달한다.
1740,톱바위취,Saxifraga nelsoniana D.Don,범의귀과,Saxifragaceae,6,8,N,N,높이 20-50cm가량 자란다.
1741,씨눈바위취,Saxifraga cernua L.,범의귀과,Saxifragaceae,7,8,N,N,높이 5~25cm
1742,도깨비부채,Rodgersia podophylla A.Gray,범의귀과,Saxifragaceae,6,7,Y,N,높이 1m
1743,돌단풍,Mukdenia rossii (Oliv.) Koidz.,범의귀과,Saxifragaceae,5,5,N,N,꽃대의 높이는 30cm정도로 자란다.
1744,나도범의귀,Mitella nuda L.,범의귀과,Saxifragaceae,5,6,Y,N,꽃대는 높이 15-25cm
1745,구실바위취,Micranthes octopetala (Nakai) Y.I.Kim & Y.D.Kim,범의귀과,Saxifragaceae,7,7,Y,Y,꽃대는 높이 25cm
1746,선괭이눈,Chrysosplenium sinicum Maxim.,범의귀과,Saxifragaceae,8,8,N,N,높이 10cm정도로 자란다.
1747,오대산괭이눈,Chrysosplenium alternifolium var. sibiricum Ser. ex DC.,범의귀과,Saxifragaceae,4,6,N,N,꽃대는 높이 5-12cm
1748,애기괭이눈,Chrysosplenium flagelliferum F.Schmidt,범의귀과,Saxifragaceae,4,6,N,N,꽃대는 길이 5-15cm
1749,산괭이눈,Chrysosplenium japonicum (Maxim.) Makino,범의귀과,Saxifragaceae,4,5,N,N,꽃대는 길이 10-15cm
1750,괭이눈,Chrysosplenium grayanum Maxim.,범의귀과,Saxifragaceae,4,5,N,N,꽃대의 높이는 5-20cm이다.
1751,바위괭이눈,Chrysosplenium macrostemon Maxim. ex Franch. & Sav.,범의귀과,Saxifragaceae,6,8,N,N,높이 10-20cm
1752,가지괭이눈,Chrysosplenium ramosum Maxim.,범의귀과,Saxifragaceae,5,7,N,N,꽃대는 높이 7-15cm
1753,흰괭이눈,Chrysosplenium pilosum var. fulvum (N.Terracc.) H. Hara,범의귀과,Saxifragaceae,4,6,N,N,높이 3~9cm 정도이다.
1754,개병풍,Astilboides tabularis (Hemsl.) Engl.,범의귀과,Saxifragaceae,6,7,Y,N,높이 1~1.5m이다.
1755,진퍼리노루오줌,Astilbe rubra var. divaricata (Nakai) W.T.Lee,범의귀과,Saxifragaceae,7,8,N,Y,높이 30-70㎝
1756,외잎승마,Astilbe simplicifolia Makino,범의귀과,Saxifragaceae,6,7,N,N,높이 10-30cm
1757,노루오줌,Astilbe chinensis (Maxim.) Franch. & Sav.,범의귀과,Saxifragaceae,7,8,N,N,높이 30-70cm
1758,숙은노루오줌,Astilbe koreana (Kom.) Nakai,범의귀과,Saxifragaceae,6,7,N,N,높이 60cm
1759,흰숙은노루오줌,Astilbe koreana f. albiflora Y.N.Lee,범의귀과,Saxifragaceae,6,7,N,N,높이 60cm
1760,병아리다리,Salomonia ciliata (L.) DC.,원지과,Polygalaceae,7,8,Y,N,높이 6~30cm
1761,애기풀,Polygala japonica Houtt.,원지과,Polygalaceae,4,5,N,N,높이 20cm에 달한다.
1762,두메애기풀,Polygala sibirica L.,원지과,Polygalaceae,7,8,N,N,높이가 30cm 정도로 자란다.
1763,병아리풀,Polygala tatarinowii Regel,원지과,Polygalaceae,8,9,N,N,높이 4~15cm
1764,흰애기풀,Polygala japonica f. leucantha Nakai,원지과,Polygalaceae,5,5,N,N,높이 10~30cm이다.
1765,원지,Polygala tenuifolia Willd.,원지과,Polygalaceae,7,8,Y,N,높이 30cm 정도이다.
1766,머귀나무,Zanthoxylum ailanthoides Siebold & Zucc.,운향과,Rutaceae,5,5,N,N,높이 15m.
1767,좀머귀나무,Zanthoxylum fauriei (Nakai) Ohwi,운향과,Rutaceae,5,9,N,N,수고 15m에 달한다.
1768,민산초나무,Zanthoxylum schinifolium var. inermis (Nakai) T.B.Lee,운향과,Rutaceae,6,6,N,N,수고 3m 정도
1769,개산초,Zanthoxylum armatum DC.,운향과,Rutaceae,6,6,N,N,높이 4m
1770,털초피나무,Zanthoxylum piperitum f. pubescens (Nakai) W.T.Lee,운향과,Rutaceae,5,6,N,N,높이가 3m에 달한다.
